"baseline_id","case_id","case_version_id","method","path","group","app","business","scheduled_08_00","debug_execution_case_id","status_note"
"cece951b-1ff3-46dd-b7d7-d15db560c340","6e0d5fdc-9a28-45ad-b4de-8e4652586872","c0d2a780-73c5-472c-8a30-8b68a89b72c8","GET","/share/open/v1/BLogin/regenerateAndSaveQRCode","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"28c44a79-f1e8-45de-a826-c8ef222cef77","37b13551-8dac-4856-b980-f9227278f0f8","6110804d-7cdc-4c05-ad23-ac51ca340dee","GET","/share/open/v1/BLogin/sendSms","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"417023c5-2d1c-4864-ba20-da77779960fc","ae85d47e-b33f-4ef6-b841-af43d2e27b53","92d5e620-d49e-4069-8034-64cc38e739f4","POST","/share/open/v1/BLogin/verifyCaptcha","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"dd69f1fc-b98a-4b32-bc28-587b5c0c2b5a","e21280ff-e181-468e-ba66-ed8c1f0311f2","d7484405-dc5c-4cf8-a1a7-a35ec066bfd1","GET","/share/open/v1/region/addressInfo","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"2867331c-e7a3-4a09-9a5f-1de442c28dc2","79eeb192-37b1-450b-bbe6-25944244549e","5c062759-e691-403c-b9a5-06cb58e89c8c","GET","/share/open/v1/region/areas","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"6e98e52c-48cc-4e53-940b-d7bdf3511651","2b72f63f-b912-4be1-a2cd-75ad079d6646","1879aa50-0df0-4996-90bc-6c73599c5048","GET","/share/open/v1/region/cities","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"87f84588-c555-49ee-9097-03e5de9e6c86","69d44fc0-b38f-4f30-971b-e153f0cba389","8eb956f0-919d-48db-90cc-2387d63e4a60","GET","/share/open/v1/region/provinces","共享业务","","","no","","待核对所属应用/业务及接口契约，未完成本轮复验"
"7de7c196-1ec6-419e-8067-045c1bb58efc","e0e2814c-89f7-49f0-9546-41a8ee9a2f39","405b0e75-71f0-4375-ba59-c790ab0a0287","GET","/print3d/api/v1/model/todayPrintRecommend","家用业务 · 已复验","com.kfb.model","home","yes","be56a785-b29e-4d07-8be4-7cc80055a87f","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"6ce18f19-434c-42a9-97a1-205bc1892c5a","5f2ba075-2db3-4752-b699-29a8945d2144","ce4ab201-8c14-4ea2-aa74-75fef30c2c64","GET","/print3d/api/v1/open/webPage","家用业务 · 已复验","com.kfb.model","home","yes","f2fe5fca-adcc-4f8f-9347-a24279ec9e12","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"8dc06d1e-3835-4bde-a64f-4d2f30249508","6197adc1-5149-44b6-a3e2-b6df94397628","b34b62ec-9ae0-46a7-aee7-a812eb2c25a9","GET","/print3d/api/v1/voxelModel/componentPage","家用业务 · 已复验","com.kfb.model","home","yes","c76d14d3-75c2-43b0-a926-839a25340efb","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"e1b48720-b7ed-4868-84ce-7aefd64c5636","aca173b0-48a7-4e06-99d9-7d86caf94a3b","c5b0a5bc-ead1-4b26-a30b-0b5bfec5e32d","GET","/print3d/api/v1/voxelModel/page","家用业务 · 已复验","com.kfb.model","home","yes","045571b0-e734-4194-948b-688ce5e6e76e","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"d5257eff-7b3a-4e0e-8086-f5d9a807ced4","12777885-7e39-4994-9774-4a34b1f8b717","446c079d-ab40-4f8f-b8b2-625d866900d3","GET","/print3d/api/v1/voxelModel/topSuccess","家用业务 · 已复验","com.kfb.model","home","yes","e7b7179d-e055-4638-b6b7-4be2f023d31e","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"17781e89-f2a7-4292-9c4e-4fc0d8dfbe4c","ec0fcb4e-824b-4aa9-9870-13950fe8c9be","46da374f-bbca-4887-9059-f8ab8409cd5c","GET","/print3d/api/v1/generalCategory/children","家用业务 · 已复验","com.kfb.model","home","yes","9aaade3e-4695-4259-9b40-a32f010a874f","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"58be53bc-eb7f-42d8-916b-896cbabbfd3e","028d992c-d791-4878-8688-dc019595e8de","fbf420ce-a60e-430d-b8d9-4f8db7777ebd","GET","/print3d/api/v1/generalCategory/graphicGraffiti/parent","家用业务 · 已复验","com.kfb.model","home","yes","f8723ee0-cdda-454b-b3fa-5014e2711273","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"3cdffc29-ab0c-42f5-b1b7-e04547eb1f15","bb897e94-1707-48ef-9ec2-39f6df76ac09","4243cfb9-4e7a-42e8-af28-463c1da9370b","GET","/print3d/api/v1/generalCategory/graphicGraffiti/tree","家用业务 · 已复验","com.kfb.model","home","yes","97313006-b992-47ec-b648-9216de8215cb","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"cbc2a7f9-10c2-4b74-a132-fe42a5ae3dec","59f49479-9f0e-4c89-9e72-00fb500d258e","8bd337b7-4760-4e2d-86ae-ce941aa6b76e","GET","/print3d/api/v1/questionCategory/tree","家用业务 · 已复验","com.kfb.model","home","yes","5f0aa65a-17fa-4459-b7f8-079bee4cf82d","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"ccf6030c-bbf2-4a82-bcaa-c5be0430cb3b","8b52da93-8f31-44d5-965d-d8994dbd5d2a","1b761803-f0fb-40cc-9348-009859d97959","GET","/print3d/api/v1/question/detail","家用业务 · 已复验","com.kfb.model","home","yes","393e30e9-3e48-447e-8b36-7b8c3c480e42","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"8aab5499-f273-4977-b650-153fa0ce33b7","72e9ea22-c202-4d61-91ad-f3c48cf499b3","43fdf850-b78a-4a7a-a543-a07d7968c8a0","GET","/print3d/api/v1/question/list","家用业务 · 已复验","com.kfb.model","home","yes","1d8692a0-b112-413c-bf1b-94a033d07203","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"37574db1-00bc-4062-8da1-3423b4cec094","56b5cb8d-2eae-4ff4-bb17-dc1a9257d0e2","b8b069fc-ba6b-49c4-8ef9-98dceefcd4ca","GET","/print3d/api/v1/codeBooks/queryGrades","家用业务 · 已复验","com.kfb.model","home","yes","fd0e3f83-92a6-478f-a438-29aa6ccbbcaf","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"4c55bc58-c997-4aa6-a089-0a504722026a","0fd1f654-dc1f-4445-bab8-40810457e5b8","8b3416a6-578a-46d9-bc34-ec8bf1ba7ac4","GET","/print3d/api/v1/codeBooks/querySubjects","家用业务 · 已复验","com.kfb.model","home","yes","acdd942b-a64c-484e-a1e2-9c9cde5fd137","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"0c62af2b-3a7c-47f9-8c2f-f0e553374641","178bf279-d1f3-4e16-911b-3a15262c1de3","640b6248-b441-4056-aa4c-cec4f983eceb","GET","/print3d/api/v1/feedback/category/first","家用业务 · 已复验","com.kfb.model","home","yes","24d32b11-8eb5-4253-b3c7-19b215ba363c","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"e5e370ec-b9e9-4540-9aa9-d51e086a7467","61f3bd77-4da6-40ca-a91c-64d388f13d43","4c7616ec-06af-49f9-9c95-9b9288f8b916","GET","/print3d/api/v1/open/printShard","家用业务 · 已复验","com.kfb.model","home","yes","54a3d54d-5747-443c-819e-b09c3db34233","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"e7a4cb52-fe1d-4af4-a769-ff8863eeab2d","5955d77b-ace9-47e8-9f18-61071448c12f","245e5f5c-ff06-4c85-a0b8-586b37f92cb3","GET","/print3d/api/v1/printJob/detail","家用业务 · 已复验","com.kfb.model","home","yes","904f74b0-21af-45cb-8351-0152a7786160","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"99a629a4-60c7-4cb0-91ee-8d97150b44c5","cd798526-4d94-4920-b21a-7d90b522e7d9","e43e667d-1d1d-47a3-9325-027f37f94ee7","GET","/print3d/api/v1/printJob/page","家用业务 · 已复验","com.kfb.model","home","yes","a7944864-96c0-4511-981e-99af25caf4b2","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"e778c543-d324-4ac8-8cb7-5e09c284d0a1","203c17ca-e162-4450-998a-ebecaea06d45","92930a84-200c-4b85-a6cc-1500ddaa7133","GET","/print3d/api/v1/model/recommend","家用业务 · 已复验","com.kfb.model","home","yes","3dc82009-f887-4e1b-95fe-41e396a9fb58","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"b13bf6ec-d95b-4c03-b803-40e46a1c699e","f654af2a-7cf5-4adb-b2bf-13513b0f7009","f96901f8-4fc3-4efe-ba70-0ae690d8f05d","GET","/print3d/api/v1/model/search","家用业务 · 已复验","com.kfb.model","home","yes","3e3b8f89-ed52-4ade-aa65-4ceb58d8c735","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"41fc2892-dcd7-492c-bb6a-084a2333e751","7b11900f-7834-44a9-b4df-b47cce47265d","5cd2fb7e-2ff0-41d8-9462-7dd942d9480b","GET","/print3d/api/v1/searchHistory/hot","家用业务 · 已复验","com.kfb.model","home","yes","43943ed5-bde7-48dc-b527-c36d2ee04fb0","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"252923e2-1915-4dd2-8404-976f683e18d6","7f88784f-2794-4194-851f-52a4d5bdc3b9","b9404765-b57c-42c8-a8ad-09dbdff982ae","GET","/print3d/api/v1/searchHistory/query","家用业务 · 已复验","com.kfb.model","home","yes","692c0cdc-4fcf-4320-b10d-f0ddb82bf294","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"1d4e1bbe-c007-426f-b1dd-8d1c9a994f0c","075479fd-a978-4bc8-bfce-4ead7091d3bb","182e3095-af94-497c-a431-a76ab9ffee2a","GET","/print3d/api/v1/guidance/finishInfo","家用业务 · 已复验","com.kfb.model","home","yes","ff8cdd8c-75d8-4588-a393-436baf7caff6","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"dccb6990-3f4d-418d-9e78-395f11bb2166","d7d1ec79-f294-4ad0-8d6f-e9ab8a322e2e","7f030b6e-c3e5-4632-9912-09b4468fde78","GET","/print3d/api/v1/guidance/info","家用业务 · 已复验","com.kfb.model","home","yes","de69e115-6d3a-4f48-bce1-65594c3cd2b8","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"35646c3f-c556-499b-b6c0-4cd3eb59b7ae","ea8c4608-2953-45e7-8f3d-08d2a5824021","05d603c9-d226-4586-9874-6f1f2a4606ba","GET","/print3d/api/v1/guidance/list","家用业务 · 已复验","com.kfb.model","home","yes","9c640af0-e1c4-45dd-a03e-32ae68653b17","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"2a8ba9f8-c46d-4426-aad8-96c9fa595e1f","24a9b33c-4137-474a-b324-efefec896eb2","c7770fbd-df56-4a85-938e-c2add562f458","GET","/print3d/api/v1/knobSetting/query","家用业务 · 已复验","com.kfb.model","home","yes","59bf49c8-e006-4f1c-a746-3b489352eddf","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"5979650d-6bbc-47fa-b5d2-84ec04cbae1b","736cc578-7c61-44c3-9d0b-8838d7eb5159","fc30f42e-da55-4c7e-9c21-cf9327b688a6","GET","/print3d/api/v1/model/detailByComponentSn","家用业务 · 已复验","com.kfb.model","home","yes","8e43b3dc-e9fd-4163-b338-b24219ff5451","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"f5e84166-4d57-4c83-ac28-59af86ccf487","50f1f04b-11c0-4acf-bdd7-9ff921e02b99","5fc79c58-2388-4eca-a2a0-5436acfce109","POST","/print3d/api/v1/model/detailByModelSns","家用业务 · 已复验","com.kfb.model","home","yes","c2abd755-c19b-45f9-ad2c-e3e79b6635e0","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"b40c9e4c-5788-43a8-ad84-3ae3c0328865","3ce18218-27b5-43fb-a1f7-0889c4df8fec","5de83f1c-2826-428d-9ec9-c85a8d231f91","GET","/print3d/api/v1/serviceCenter/guessYouMayAsk","家用业务 · 已复验","com.kfb.model","home","yes","9143843e-00b9-44d2-a2b4-0f3a55812e63","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"fc6831a9-7170-4a06-806e-f14891b5b3a1","9094a1a5-4ce6-44f9-8630-ddd5f7385bfa","5a23bc87-6717-4409-a4f7-438d52748cf8","GET","/print3d/api/v1/modelCategory/children","家用业务 · 已复验","com.kfb.model","home","yes","472c8a0f-3a5f-4ea6-a6b9-2e0343d2e507","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"53b40fd0-1598-4ffa-b5c1-789933477681","056718a6-9ff1-4770-8077-f38fc709d86b","614cfe3c-fe2b-4144-98ef-b3cbc421224f","GET","/print3d/api/v1/modelCategory/firstLevel","家用业务 · 已复验","com.kfb.model","home","yes","bb2431cb-3fe6-4723-ae6e-a6da67a20950","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"14895173-503d-43d6-a883-570113190e2e","8abb1940-a7b8-43be-9734-c2d6c5939489","5ff1418b-3383-4a80-a37f-9df7e11b7b8d","GET","/print3d/api/v1/modelCategory/secondLevel","家用业务 · 已复验","com.kfb.model","home","yes","fc5b4095-0b04-4304-a71f-425ed5f0035e","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"a4580098-26d8-486a-99c5-81fd81e85042","78f91f92-521c-48eb-be09-e8fff9a7b8a0","a52e72c6-217d-410c-864b-a45e4c4858d0","GET","/print3d/api/v1/modelCategory/tree","家用业务 · 已复验","com.kfb.model","home","yes","a20afc7f-33a0-44e3-81de-5c8cd33b8abc","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"631bdb97-d93e-4911-adcb-3ffa8a9770ba","36b7d33e-7063-446d-b77e-f5f2aeba085d","bd7cfc1e-cceb-41c8-bcd8-93d4ec10877b","GET","/print3d/api/v1/model/detail","家用业务 · 已复验","com.kfb.model","home","yes","70f3c74e-be7a-41c6-9116-2c1054a38c3f","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"b6b1807b-86fd-40f4-b800-695cd9f38a1d","26dc4ee5-396f-40bb-bdb9-f2e798eb2b2f","e818a077-01d2-454e-87d8-499ed96a3dd8","GET","/print3d/api/v1/model/libraryMetaOptions","家用业务 · 已复验","com.kfb.model","home","yes","a6443b54-804b-4110-a875-b0cd5ca61c87","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"62ad4879-accb-457a-b92c-1927f162e5bf","4fbd1f56-3220-4dc6-ac03-de7d98647f29","0f881723-3363-4578-a30f-ec090323ce43","GET","/print3d/api/v1/model/page","家用业务 · 已复验","com.kfb.model","home","yes","682fe542-4cb9-4fe5-a469-30f2cb4f6a10","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"8ecd9160-2e8c-4887-9e51-6a73c0a14882","42c2a7e9-0c93-406f-b63e-9ced5217a38c","a26a1c1e-3e45-41ba-a781-608414a61649","GET","/print3d/api/v1/share/activeModel","家用业务 · 已复验","com.kfb.model","home","yes","3b6415fb-0272-4574-94a3-15eb23440ca1","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"493226c0-0874-444d-ae0b-a1a583fb90ad","6cce1d17-5729-4b3f-9ccf-fa15ff444cdc","ea801787-1292-4745-865a-53d523224732","GET","/print3d/api/v1/share/modelDetail","家用业务 · 已复验","com.kfb.model","home","yes","d5c1acf3-f69f-45ba-b97e-583baef96985","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"6e8509ea-44ac-479b-8239-7290cd0eb82f","4862a4fe-504d-47f1-ac66-469b6c5a4042","996713ab-2482-4937-a64b-8ba7437f8611","GET","/print3d/api/v1/modelSeries/detail","家用业务 · 已复验","com.kfb.model","home","yes","df99e372-d507-4499-ba08-ea36371f0373","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"19333fa8-97dc-458b-a1ee-b7e7f246ddae","5263ab29-3e7b-4c83-970c-d718bd695b2e","20665f5a-b06e-4f26-8c52-e1fbbdcb641b","GET","/print3d/api/v1/modelSeries/myCollection","家用业务 · 已复验","com.kfb.model","home","yes","1bddd74c-2ef6-4883-baf6-2464985874ae","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"b80efa7a-6f10-4459-b1ca-7274118c9f29","9528bc60-e6ed-457c-b0a7-b2374d7907e5","c8291c39-432c-4a89-8484-d3605dacad34","GET","/print3d/api/v1/modelSeries/page","家用业务 · 已复验","com.kfb.model","home","yes","d160bdf0-3827-486e-ab9c-5a233bb1f2ac","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"fa60e909-0b7f-4870-bf99-8fd0fbdef3bf","d8ae5121-85d4-485e-bdec-8b92fe520f49","caf1eb2b-3534-4491-9c46-926dc27a3953","GET","/print3d/api/v1/modelSeries/queryList","家用业务 · 已复验","com.kfb.model","home","yes","2615ba8b-65a9-4128-b033-519d3d19077b","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"8c5ae7b2-8c63-45d9-81d3-58e5f69d70fc","4faeb162-d4bd-4464-ba8a-f7ae91e66f31","667b394a-0ac0-4f5c-9451-a584e49f0179","GET","/print3d/api/v1/modelSeries/recommendList","家用业务 · 已复验","com.kfb.model","home","yes","b3bba550-1578-4c6a-9f7d-af67818d553b","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"1d311d8f-3936-4c85-b29f-6a08aa3285bc","0c70264d-faee-469d-98cb-ebe37458a780","5fe27684-d9e0-4853-97de-953f2a0db17e","GET","/print3d/api/v1/open/seriesShard","家用业务 · 已复验","com.kfb.model","home","yes","b3c7ba85-fc5a-4d4c-a528-bdc72275ba05","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"a84e8cda-9ef9-4678-8feb-ac6a73f1138d","ec5d4d3b-ca3d-403e-b793-c1c6a36fb7ef","3d79f4bf-ba7c-499d-90e8-dc8b061a4959","GET","/print3d/api/v1/message/categories","家用业务 · 已复验","com.kfb.model","home","yes","19618302-f8b0-41c1-b2db-1c92e493958b","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"32f7cccd-d11b-47eb-ad7f-d99695a388cc","b479a814-79fd-4105-9c21-3dc66d1e64cb","b1ac8934-470b-4b63-b7eb-672dd0be85fd","GET","/print3d/api/v1/message/list","家用业务 · 已复验","com.kfb.model","home","yes","6d854e50-a5a7-41d1-98d9-b4eb85c7eff9","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"b4367247-d2cb-4d89-b8bc-c1065f125a5e","9bb112f0-96cf-4c17-9c4a-a147c797cbf2","46032f54-80b1-488e-9253-59ce52f7c057","GET","/print3d/api/v1/message/queryMsgConfig","家用业务 · 已复验","com.kfb.model","home","yes","157024cc-0a93-4ca5-a72e-b152794c6bd2","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"74ccf50a-7ea3-460d-9fd9-d8321a732376","eadccfff-583a-4b75-a34c-21ec987cebd6","5a59462c-9e6a-4932-9419-d6a741a22764","GET","/print3d/api/v1/message/queryUnreadCount","家用业务 · 已复验","com.kfb.model","home","yes","8dfa716c-1408-410c-b8bd-3a77cdb2f4bd","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"5973908c-a7f3-49b9-8aad-e8d3740f97bb","46ee5ca7-20a9-4108-9b2d-128a9845e68a","8e1eddd1-7ed9-495f-aec7-75ea6e0d54f5","GET","/print3d/api/v1/userGraffitiModel/page","家用业务 · 已复验","com.kfb.model","home","yes","49bcf362-6ebc-471a-9b2f-a7120b07923e","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"2ee21710-2362-435a-851c-6f72068f1ce6","8fe5680d-3b32-4a51-9fe8-165833a1264e","913a4fef-8b72-47c7-a97b-c5a5bc0f04a6","GET","/print3d/api/v1/users/info","家用业务 · 已复验","com.kfb.model","home","yes","0510ee9a-a4b4-4734-a366-03662c317fba","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"fbf9b3ea-4a37-4292-bb16-85e6d3a4e835","b8459c28-b851-433f-b144-4f25cfafcc68","bc3f4453-64c4-4b6d-8881-221cb111a2ab","GET","/print3d/api/v1/userDevices/queryShard","家用业务 · 已复验","com.kfb.model","home","yes","f5f8ec29-3dc3-41a6-ac76-beb6f5ed0718","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"ac06d657-fdef-4847-9694-1930f719019e","9f41b3db-c69e-4de3-a192-d9989d0d6982","5ec38bdf-3b8b-4231-a72d-0ce3e245e3e6","GET","/print3d/api/v1/devices/filamentInfo","家用业务 · 已复验","com.kfb.model","home","yes","3a60c34a-f7cf-4200-be1c-52885ed5814f","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"bb1c8786-cebb-499d-8f77-d62d677adb8b","39511e08-b181-4a32-8211-9361bbb63678","00aa7f64-a516-4820-9257-8e88597b3417","GET","/print3d/api/v1/devices/gotoBuy","家用业务 · 已复验","com.kfb.model","home","yes","87d73223-08e5-407d-9d5a-6a2ced47ff24","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"b73aba2c-3c82-4adb-a538-e18acc850143","fa1e2af0-eb43-42d4-add6-b0dda0bb344a","0405baf6-2008-472b-af57-9b57d89a46a9","GET","/print3d/api/v1/devices/hpDevice","家用业务 · 已复验","com.kfb.model","home","yes","16292c5e-8d3e-4a14-b354-aaf500998604","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"dc28f62b-540d-4071-ab05-b65e8df3c22b","8da59dd1-1e42-4c95-b2b5-1fc00cf7ce1b","14bb732b-7339-4e36-ae4d-5f805faff407","GET","/print3d/api/v1/devices/list","家用业务 · 已复验","com.kfb.model","home","yes","3e8a7934-0c34-4493-a78e-820bfc070fa7","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"39dde151-48cc-41e3-976c-342be7271d25","4e029bb7-5c8f-4ac1-9de8-c2c4b22f8b2b","1caaba3d-b629-403d-a1bd-f4a69d25e890","GET","/print3d/api/v1/devices/status","家用业务 · 已复验","com.kfb.model","home","yes","4e3a4b07-d6d3-4bc2-b614-87f396746865","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"64cf02c9-6dff-44da-aac0-3190174d4329","ef142b6e-f26b-4efe-aec7-978bf19d4e37","02ab6659-193e-4a8a-a2a1-857e9e655a87","GET","/print3d/api/v1/calibration/imgInfo","家用业务 · 已复验","com.kfb.model","home","yes","7980f924-1c80-456e-8696-4188a9ce3969","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
"593bf975-a6e2-48bb-844d-8ad1e864afc7","17094b8b-cbae-49ab-9bcb-3faf59d18dec","8839deeb-b629-4d45-a9c6-eccc6fa42afa","GET","/print3d/api/v1/course/introduce","家用业务 · 已复验","com.kfb.model","home","yes","c3237287-6efe-460f-9f51-d895a6560e45","已保存新版本、真实调试通过并重新采纳，加入原08:00任务；不表示该接口全部场景覆盖"
